RPID,LETTER_CODE,"SHORT_NAME","LONG_NAME",AUTOMATED_SHORT_NAME,AUTOMATED_LONG_NAME,AUTOMATED_LONG_DESCRIPTION,STATUS,STATUS_REASON,STATUS_TEXT,CHANGE_TYPE,"CHANGE_REASON_PUBLIC",EXPORTED_TO_LOINC,MODALITY,PLAYBOOK_TYPE,POPULATION,BODY_REGION,BODY_REGION_2,BODY_REGION_3,BODY_REGION_4,BODY_REGION_5,MODALITY_MODIFIER,MODALITY_MODIFIER_2,MODALITY_MODIFIER_3,PROCEDURE_MODIFIER,PROCEDURE_MODIFIER_2,ANATOMIC_FOCUS,ANATOMIC_FOCUS_2,LATERALITY,REASON_FOR_EXAM,REASON_FOR_EXAM_2,REASON_FOR_EXAM_3,TECHNIQUE,PHARMACEUTICAL,PHARMACEUTICAL_2,VIEW,VIEW_2,VIEW_3,VIEW_4,,RIDS
RPID5532,,"","",NM CHST PERFUS SNGL HEART PLNR NM IMG SSTMBI,NM CHEST PERFUSION SINGLE HEART PLANAR NUCLEAR MEDICINE IMAGING SESTAMIBI,A nuclear medicine  RADIOLOGY ORDERABLE PERFUSION and SINGLE procedure focused on the HEART in the CHEST with a technique of PLANAR NUCLEAR MEDICINE IMAGING SESTAMIBI,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,PERFUSION,SINGLE, , , ,HEART, , , , , ,PLANAR NUCLEAR MEDICINE IMAGING,SESTAMIBI, , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID10376|RID5762|0|0|0|RID1385|0|0|0|0|0|RID10333|RID11749|0|0|0|0|0|
RPID5533,,"","",NM CHST PERFUS MLTPL HEART PLNR NM IMG SSTMBI,NM CHEST PERFUSION MULTIPLE HEART PLANAR NUCLEAR MEDICINE IMAGING SESTAMIBI,A nuclear medicine  RADIOLOGY ORDERABLE PERFUSION and MULTIPLE procedure focused on the HEART in the CHEST with a technique of PLANAR NUCLEAR MEDICINE IMAGING SESTAMIBI,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,PERFUSION,MULTIPLE, , , ,HEART, , , , , ,PLANAR NUCLEAR MEDICINE IMAGING,SESTAMIBI, , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID10376|RID5765|0|0|0|RID1385|0|0|0|0|0|RID10333|RID11749|0|0|0|0|0|
RPID5534,,"","",NM CHST PERFUS RDSTRBTN HEART THLLM,NM CHEST PERFUSION REDISTRIBUTION HEART THALLIUM,A nuclear medicine  RADIOLOGY ORDERABLE PERFUSION and REDISTRIBUTION procedure focused on the HEART in the CHEST THALLIUM,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,PERFUSION,REDISTRIBUTION, , , ,HEART, , , , , , ,THALLIUM, , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID10376|RID45651|0|0|0|RID1385|0|0|0|0|0|0|RID11922|0|0|0|0|0|
RPID5535,,"","",NM CHST PERFUS MLTPL HEART THLLM,NM CHEST PERFUSION MULTIPLE HEART THALLIUM,A nuclear medicine  RADIOLOGY ORDERABLE PERFUSION and MULTIPLE procedure focused on the HEART in the CHEST THALLIUM,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,PERFUSION,MULTIPLE, , , ,HEART, , , , , , ,THALLIUM, , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID10376|RID5765|0|0|0|RID1385|0|0|0|0|0|0|RID11922|0|0|0|0|0|
RPID5536,,"","",NM CHST PERFUS HEART GTD,NM CHEST PERFUSION HEART GATED,A nuclear medicine  RADIOLOGY ORDERABLE PERFUSION procedure focused on the HEART in the CHEST with a technique of GATED,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,PERFUSION, , , , ,HEART, , , , , ,GATED, , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID10376|0|0|0|0|RID1385|0|0|0|0|0|RID10961|0|0|0|0|0|0|
RPID5537,,"","",NM CHST HEART FN WLL MNT,NM CHEST HEART FUNCTION WALL MOTION,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the HEART in the CHEST for the purpose of FUNCTION and WALL MOTION,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , , , , , , ,HEART, , ,FUNCTION,WALL MOTION, , , , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|0|0|0|0|0|RID1385|0|0|RID28812|RID45640|0|0|0|0|0|0|0|0|
RPID5538,,"","",NM WHBDY CANCER SPECT IN111 PNTRTD,NM WHOLEBODY MALIGNANT NEOPLASM SPECT IN-111 PENTETREOTIDE,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the WHOLEBODY with a technique of SPECT IN-111 PENTETREOTIDE for the purpose of MALIGNANT NEOPLASM,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,WHOLEBODY, , , , , , , , , , , , ,MALIGNANT NEOPLASM, , ,SPECT,IN-111 PENTETREOTIDE, , , , , , ,RID10330|RID13060|0|RID39569|0|0|0|0|0|0|0|0|0|0|0|0|RID36042|0|0|RID10334|RID11710|0|0|0|0|0|
RPID5539,,"","",NM HEAD CHST ABD PELVIS EXTRMS CANCER SPECT,NM HEAD CHEST ABDOMEN PELVIS EXTREMITIES MALIGNANT NEOPLASM SPECT,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the HEAD and CHEST and ABDOMEN and PELVIS and EXTREMITIES with a technique of SPECT for the purpose of MALIGNANT NEOPLASM,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,HEAD,CHEST,ABDOMEN,PELVIS,EXTREMITIES, , , , , , , , ,MALIGNANT NEOPLASM, , ,SPECT, , , , , , , ,RID10330|RID13060|0|RID9080|RID1243|RID56|RID2507|RID43248|0|0|0|0|0|0|0|0|RID36042|0|0|RID10334|0|0|0|0|0|0|
RPID5540,,"","",NM NECK PARA THYR GLAND SSTMBI,NM NECK PARATHYROID GLAND SESTAMIBI,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the PARATHYROID GLAND in the NECK SESTAMIBI,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,NECK, , , , , , , , , ,PARATHYROID GLAND, , , , , , ,SESTAMIBI, , , , , , ,RID10330|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|RID7587|0|0|0|0|0|0|RID11749|0|0|0|0|0|
RPID5541,,"","",NM NECK VSCLR FLW PARA THYR GLAND SSTMBI,NM NECK VASCULAR FLOW PARATHYROID GLAND SESTAMIBI,A nuclear medicine  RADIOLOGY ORDERABLE VASCULAR FLOW procedure focused on the PARATHYROID GLAND in the NECK SESTAMIBI,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,NECK, , , , ,VASCULAR FLOW, , , , ,PARATHYROID GLAND, , , , , , ,SESTAMIBI, , , , , , ,RID10330|RID13060|0|RID7488|0|0|0|0|RID45644|0|0|0|0|RID7587|0|0|0|0|0|0|RID11749|0|0|0|0|0|
RPID5542,,"","",NM NECK PARA THYR GLAND PLNR NM IMG,NM NECK PARATHYROID GLAND PLANAR NUCLEAR MEDICINE IMAGING,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the PARATHYROID GLAND in the NECK with a technique of PLANAR NUCLEAR MEDICINE IMAGING,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,NECK, , , , , , , , , ,PARATHYROID GLAND, , , , , ,PLANAR NUCLEAR MEDICINE IMAGING, , , , , , , ,RID10330|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|RID7587|0|0|0|0|0|RID10333|0|0|0|0|0|0|
RPID5543,,"","",NM NECK PARA THYR GLAND SPECT SSTMBI,NM NECK PARATHYROID GLAND SPECT SESTAMIBI,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the PARATHYROID GLAND in the NECK with a technique of SPECT SESTAMIBI,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,NECK, , , , , , , , , ,PARATHYROID GLAND, , , , , ,SPECT,SESTAMIBI, , , , , , ,RID10330|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|RID7587|0|0|0|0|0|RID10334|RID11749|0|0|0|0|0|
RPID5544,,"","",NM SUPPRSSN,NM SUPPRESSION,A nuclear medicine  RADIOLOGY ORDERABLE SUPPRESSION procedure focused on the,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, , , , , , ,SUPPRESSION, , , , , , , , , , , , , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|RID45639|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|
RPID5545,,"","",NM HEAD SALIV TCO4,NM HEAD SALIVARY GLAND TC-O4,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the SALIVARY GLAND in the HEAD TC-O4,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,HEAD, , , , , , , , , ,SALIVARY GLAND, , , , , , ,TC-O4, , , , , , ,RID10330|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|RID13421|0|0|0|0|0|0|RID11728|0|0|0|0|0|
RPID5546,,"","",NM ABD SPLEEN TC-RBC,NM ABDOMEN SPLEEN TC-RBC,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the SPLEEN in the ABDOMEN TC-RBC,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , ,SPLEEN, , , , , , ,TC-RBC, , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|RID86|0|0|0|0|0|0|RID11747|0|0|0|0|0|
RPID5547,,"","",NM NECK THY GLND I131,NM NECK THYROID GLAND I-131,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the THYROID GLAND in the NECK I-131,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,NECK, , , , , , , , , ,THYROID GLAND, , , , , , ,I-131, , , , , , ,RID10330|RID13060|0|RID7488|0|0|0|0|0|0|0|0|0|RID7578|0|0|0|0|0|0|RID43386|0|0|0|0|0|
RPID5548,,"","",NM NECK CHST LOCALIZ CANCER I131,NM NECK CHEST LOCALIZATION MALIGNANT NEOPLASM I-131,A nuclear medicine  RADIOLOGY ORDERABLE LOCALIZATION procedure focused on the NECK and CHEST I-131 for the purpose of MALIGNANT NEOPLASM,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,NECK,CHEST, , , ,LOCALIZATION, , , , , , , ,MALIGNANT NEOPLASM, , , ,I-131, , , , , , ,RID10330|RID13060|0|RID7488|RID1243|0|0|0|RID28708|0|0|0|0|0|0|0|RID36042|0|0|0|RID43386|0|0|0|0|0|
RPID5549,,"","",NM WHBDY LOCALIZ MLTPL I131,NM WHOLEBODY LOCALIZATION MULTIPLE I-131,A nuclear medicine  RADIOLOGY ORDERABLE LOCALIZATION and MULTIPLE procedure focused on the WHOLEBODY I-131,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,WHOLEBODY, , , , ,LOCALIZATION,MULTIPLE, , , , , , , , , , ,I-131, , , , , , ,RID10330|RID13060|0|RID39569|0|0|0|0|RID28708|RID5765|0|0|0|0|0|0|0|0|0|0|RID43386|0|0|0|0|0|
RPID5550,,"","",NM HEAD TCO4,NM HEAD TC-O4,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the HEAD TC-O4,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,HEAD, , , , , , , , , , , , , , , , ,TC-O4, , , , , , ,RID10330|RID13060|0|RID9080|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID11728|0|0|0|0|0|
RPID5551,,"","",NM NECK SNGL DTRMNT THY GLND I123,NM NECK SINGLE DETERMINATION THYROID GLAND I-123,A nuclear medicine  RADIOLOGY ORDERABLE SINGLE DETERMINATION procedure focused on the THYROID GLAND in the NECK I-123,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,NECK, , , , ,SINGLE DETERMINATION, , , , ,THYROID GLAND, , , , , , ,I-123, , , , , , ,RID10330|RID13060|0|RID7488|0|0|0|0|RID45655|0|0|0|0|RID7578|0|0|0|0|0|0|RID43384|0|0|0|0|0|
RPID5552,,"","",NM PELVIS VSCLR FLW TSTCLS TRSN TCO4,NM PELVIS VASCULAR FLOW TESTICLES TORSION TC-O4,A nuclear medicine  RADIOLOGY ORDERABLE VASCULAR FLOW procedure focused on the TESTICLES in the PELVIS TC-O4 for the purpose of TORSION,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,PELVIS, , , , ,VASCULAR FLOW, , , , ,TESTICLES, , ,TORSION, , , ,TC-O4, , , , , , ,RID10330|RID13060|0|RID2507|0|0|0|0|RID45644|0|0|0|0|RID39541|0|0|RID4813|0|0|0|RID11728|0|0|0|0|0|
RPID5553,,"","",NM PELVIS CUG BLADDER VU RFLX TC-DTPA,NM PELVIS CYSTOURETHROGRAPHY BLADDER VESICOURETERAL REFLUX TC-DTPA,A nuclear medicine  RADIOLOGY ORDERABLE CYSTOURETHROGRAPHY procedure focused on the BLADDER in the PELVIS TC-DTPA for the purpose of VESICOURETERAL REFLUX,ACTIVE,,"",,"",FALSE,NM,RADIOLOGY ORDERABLE, ,PELVIS, , , , ,CYSTOURETHROGRAPHY, , , , ,BLADDER, , ,VESICOURETERAL REFLUX, , , ,TC-DTPA, , , , , , ,RID10330|RID13060|0|RID2507|0|0|0|0|RID43576|0|0|0|0|RID237|0|0|RID5261|0|0|0|RID43697|0|0|0|0|0|
RPID5986,NMKDFFDI,"NM Kidney Flow/Fn Diuretic","NM Kidney Flow/Function With Diuretic",NM ABD KIDNEY OBS FLOW DRTC,NM ABDOMEN KIDNEY OBSTRUCTION FLOW DIURETIC,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the KIDNEY in the ABDOMEN DIURETIC for the purpose of OBSTRUCTION and FLOW,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, ,ABDOMEN, , , , , , , , , ,KIDNEY, , ,OBSTRUCTION,FLOW, , ,DIURETIC, , , , , , ,RID10330|RID13060|0|RID56|0|0|0|0|0|0|0|0|0|RID205|0|0|RID4962|RID13035|0|0|RID43377|0|0|0|0|0|
RPID5987,NMWBMI,"NM Whole Body MIBG","NM Whole Body MIBG",NM WHBDY TUMOR I123MIBG,NM WHOLEBODY TUMOR I-123 MIBG,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the WHOLEBODY I-123 MIBG for the purpose of TUMOR,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, ,WHOLEBODY, , , , , , , , , , , , ,TUMOR, , , ,I-123 MIBG, , , , , , ,RID10330|RID13060|0|RID39569|0|0|0|0|0|0|0|0|0|0|0|0|RID3957|0|0|0|RID11720|0|0|0|0|0|
RPID5988,NMWBPRSP,"NM Whole Body Prostascint SPECT","NM Whole Body Prostascint SPECT",NM WHBDY SPECT IN111 CP,NM WHOLEBODY SPECT IN-111 CAPROMAB PENDETIDE,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the WHOLEBODY with a technique of SPECT IN-111 CAPROMAB PENDETIDE,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, ,WHOLEBODY, , , , , , , , , , , , , , , ,SPECT,IN-111 CAPROMAB PENDETIDE, , , , , , ,RID10330|RID13060|0|RID39569|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID10334|RID11708|0|0|0|0|0|
RPID5989,NMWBOCSP,"NM Whole Body Octreoscan SPECT","NM Whole Body Octreoscan SPECT",NM WHBDY SPECT IN111 PNTRTD,NM WHOLEBODY SPECT IN-111 PENTETREOTIDE,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the WHOLEBODY with a technique of SPECT IN-111 PENTETREOTIDE,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, ,WHOLEBODY, , , , , , , , , , , , , , , ,SPECT,IN-111 PENTETREOTIDE, , , , , , ,RID10330|RID13060|0|RID39569|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID10334|RID11710|0|0|0|0|0|
RPID5990,NMWBSM,"NM Whole Body Samarium","NM Whole Body Samarium",NM WHBDY SAMARIUM-153,NM WHOLEBODY SAMARIUM-153,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the WHOLEBODY SAMARIUM-153,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, ,WHOLEBODY, , , , , , , , , , , , , , , , ,SAMARIUM-153, , , , , , ,RID10330|RID13060|0|RID39569|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID11725|0|0|0|0|0|
RPID5991,NMWCWB,"NM WBCs Whole Body","NM White Blood Cells Whole Body",NM WHBDY TC-WBC,NM WHOLEBODY TC-WBC,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the WHOLEBODY TC-WBC,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, ,WHOLEBODY, , , , , , , , , , , , , , , , ,TC-WBC, , , , , , ,RID10330|RID13060|0|RID39569|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID45695|0|0|0|0|0|
RPID5992,NMWCL,"NM WBCs Ltd","NM White Blood Cells Limited",NM LTD TC-WBC,NM LIMITED TC-WBC,A nuclear medicine  RADIOLOGY ORDERABLE LIMITED procedure focused on the TC-WBC,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, , , , , , ,LIMITED, , , , , , , , , , , ,TC-WBC, , , , , , ,RID10330|RID13060|0|0|0|0|0|0|RID5684|0|0|0|0|0|0|0|0|0|0|0|RID45695|0|0|0|0|0|
RPID5993,NMWCSP,"NM WBCs SPECT","NM White Blood Cells SPECT",NM SPECT TC-WBC,NM SPECT TC-WBC,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the with a technique of SPECT TC-WBC,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, , , , , , , , , , , , , , , , , ,SPECT,TC-WBC, , , , , , ,RID10330|RID13060|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID10334|RID45695|0|0|0|0|0|
RPID5994,NMWBZV,"NM Whole Body Zevalin","NM Whole Body Zevalin",NM WHBDY Y-90 IBR TUX,NM WHOLEBODY Y-90 IBRITUMOMAB TIUXETAN,A nuclear medicine  RADIOLOGY ORDERABLE imaging procedure focused on the WHOLEBODY Y-90 IBRITUMOMAB TIUXETAN,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, ,WHOLEBODY, , , , , , , , , , , , , , , , ,Y-90 IBRITUMOMAB TIUXETAN, , , , , , ,RID10330|RID13060|0|RID39569|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|0|RID11754|0|0|0|0|0|
RPID6172,NMHRBPEFWMMU,"NM Heart MUGA Multi","NM Heart Blood Pool Ejection Fraction Wall Motion (MUGA) Multiple",NM CHST BLD PL IMG MLTPL HEART EJCT FRCTN WLL MNT GTD,NM CHEST BLOOD POOL IMAGING MULTIPLE HEART EJECTION FRACTION WALL MOTION GATED,A nuclear medicine  RADIOLOGY ORDERABLE BLOOD POOL IMAGING and MULTIPLE procedure focused on the HEART in the CHEST with a technique of GATED for the purpose of EJECTION FRACTION and WALL MOTION,ACTIVE,,"",,"In-place edit to indicate that this is a gated study.",TRUE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,BLOOD POOL IMAGING,MULTIPLE, , , ,HEART, , ,EJECTION FRACTION,WALL MOTION, ,GATED, , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID45693|RID5765|0|0|0|RID1385|0|0|RID45645|RID45640|0|RID10961|0|0|0|0|0|0|
RPID6173,NMHRBPEFWM,"NM Heart MUGA","NM Heart Blood Pool Ejection Fraction Wall Motion (MUGA)",NM CHST BLD PL IMG SNGL HEART EJCT FRCTN WLL MNT GTD,NM CHEST BLOOD POOL IMAGING SINGLE HEART EJECTION FRACTION WALL MOTION GATED,A nuclear medicine  RADIOLOGY ORDERABLE BLOOD POOL IMAGING and SINGLE procedure focused on the HEART in the CHEST with a technique of GATED for the purpose of EJECTION FRACTION and WALL MOTION,ACTIVE,,"",,"In-place edit to indicate that this is a single phase exam.",TRUE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,BLOOD POOL IMAGING,SINGLE, , , ,HEART, , ,EJECTION FRACTION,WALL MOTION, ,GATED, , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID45693|RID5762|0|0|0|RID1385|0|0|RID45645|RID45640|0|RID10961|0|0|0|0|0|0|
RPID6174,NMHRBPEF,"NM Heart Pool EF 1st Pass","NM Heart Blood Pool Ejection Fraction First Pass",NM CHST BLD PL IMG FRST PSS HEART EJCT FRCTN,NM CHEST BLOOD POOL IMAGING FIRST PASS HEART EJECTION FRACTION,A nuclear medicine  RADIOLOGY ORDERABLE BLOOD POOL IMAGING and FIRST PASS procedure focused on the HEART in the CHEST for the purpose of EJECTION FRACTION,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,BLOOD POOL IMAGING,FIRST PASS, , , ,HEART, , ,EJECTION FRACTION, , , , , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID45693|RID45658|0|0|0|RID1385|0|0|RID45645|0|0|0|0|0|0|0|0|0|
RPID6175,NMHDCI,"NM Brain Cisterns","NM Brain Cisterns",NM HEAD NECK CISTERNGRPHY BRN,NM HEAD NECK CISTERNOGRAPHY BRAIN,A nuclear medicine  RADIOLOGY ORDERABLE CISTERNOGRAPHY procedure focused on the BRAIN in the HEAD and NECK,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, ,HEAD,NECK, , , ,CISTERNOGRAPHY, , , , ,BRAIN, , , , , , , , , , , , , ,RID10330|RID13060|0|RID9080|RID7488|0|0|0|RID35768|0|0|0|0|RID6434|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6176,NMINL,"NM Inflam Ltd","NM Inflammation Limited",NM LTD INFLAMM,NM LIMITED INFLAMMATION,A nuclear medicine  RADIOLOGY ORDERABLE LIMITED procedure focused on the for the purpose of INFLAMMATION,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, , , , , , ,LIMITED, , , , , , , ,INFLAMMATION, , , , , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|RID5684|0|0|0|0|0|0|0|RID3382|0|0|0|0|0|0|0|0|0|
RPID6177,NMINSP,"NM Inflam SPECT","NM Inflammation SPECT",NM LTD INFLAMM SPECT,NM LIMITED INFLAMMATION SPECT,A nuclear medicine  RADIOLOGY ORDERABLE LIMITED procedure focused on the with a technique of SPECT for the purpose of INFLAMMATION,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, , , , , , ,LIMITED, , , , , , , ,INFLAMMATION, , ,SPECT, , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|RID5684|0|0|0|0|0|0|0|RID3382|0|0|RID10334|0|0|0|0|0|0|
RPID6178,NMBML,"NM Marrow Ltd","NM Bone Marrow Limited",NM BONE LTD BN MARROW,NM BONE LIMITED BONE MARROW,A nuclear medicine  RADIOLOGY ORDERABLE LIMITED procedure focused on the BONE MARROW in the BONE,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, ,BONE, , , , ,LIMITED, , , , ,BONE MARROW, , , , , , , , , , , , , ,RID10330|RID13060|0|RID13197|0|0|0|0|RID5684|0|0|0|0|RID38594|0|0|0|0|0|0|0|0|0|0|0|0|
RPID6179,NMTHWBCA,"NM Thyroid Whole Body Tumor","NM Thyroid Whole Body Tumor",NM WHBDY LOCALIZ THY GLND CANCER,NM WHOLEBODY LOCALIZATION THYROID GLAND MALIGNANT NEOPLASM,A nuclear medicine  RADIOLOGY ORDERABLE LOCALIZATION procedure focused on the THYROID GLAND in the WHOLEBODY for the purpose of MALIGNANT NEOPLASM,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, ,WHOLEBODY, , , , ,LOCALIZATION, , , , ,THYROID GLAND, , ,MALIGNANT NEOPLASM, , , , , , , , , , ,RID10330|RID13060|0|RID39569|0|0|0|0|RID28708|0|0|0|0|RID7578|0|0|RID36042|0|0|0|0|0|0|0|0|0|
RPID6180,NMTULCWB,"NM Tumor Loc Whole Body","NM Tumor Localization Whole Body",NM WHBDY LOCALIZ TUMOR,NM WHOLEBODY LOCALIZATION TUMOR,A nuclear medicine  RADIOLOGY ORDERABLE LOCALIZATION procedure focused on the WHOLEBODY for the purpose of TUMOR,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, ,WHOLEBODY, , , , ,LOCALIZATION, , , , , , , ,TUMOR, , , , , , , , , , ,RID10330|RID13060|0|RID39569|0|0|0|0|RID28708|0|0|0|0|0|0|0|RID3957|0|0|0|0|0|0|0|0|0|
RPID6181,NMTULCL,"NM Tumor Loc Ltd","NM Tumor Localization Limited",NM LOCALIZ LTD TUMOR,NM LOCALIZATION LIMITED TUMOR,A nuclear medicine  RADIOLOGY ORDERABLE LOCALIZATION and LIMITED procedure focused on the for the purpose of TUMOR,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, , , , , , ,LOCALIZATION,LIMITED, , , , , , ,TUMOR, , , , , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|RID28708|RID5684|0|0|0|0|0|0|RID3957|0|0|0|0|0|0|0|0|0|
RPID6182,NMTULCSP,"NM Tumor Loc SPECT","NM Tumor Localization SPECT",NM LOCALIZ TUMOR SPECT,NM LOCALIZATION TUMOR SPECT,A nuclear medicine  RADIOLOGY ORDERABLE LOCALIZATION procedure focused on the with a technique of SPECT for the purpose of TUMOR,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, , , , , , ,LOCALIZATION, , , , , , , ,TUMOR, , ,SPECT, , , , , , , ,RID10330|RID13060|0|0|0|0|0|0|RID28708|0|0|0|0|0|0|0|RID3957|0|0|RID10334|0|0|0|0|0|0|
RPID6183,NMHRSP,"NM Heart SPECT Single","NM Heart SPECT Single",NM CHST SNGL HEART SPECT,NM CHEST SINGLE HEART SPECT,A nuclear medicine  RADIOLOGY ORDERABLE SINGLE procedure focused on the HEART in the CHEST with a technique of SPECT,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, ,CHEST, , , , ,SINGLE, , , , ,HEART, , , , , ,SPECT, , , , , , , ,RID10330|RID13060|0|RID1243|0|0|0|0|RID5762|0|0|0|0|RID1385|0|0|0|0|0|RID10334|0|0|0|0|0|0|
RPID6184,NMTHRX,"NM Thyroid Rx Oral","NM Thyroid Therapy with Oral Administration",NM NECK TRMNT THY GLND,NM NECK TREATMENT THYROID GLAND,A nuclear medicine  RADIOLOGY ORDERABLE TREATMENT procedure focused on the THYROID GLAND in the NECK,ACTIVE,,"",,"",TRUE,NM,RADIOLOGY ORDERABLE, ,NECK, , , , ,TREATMENT, , , , ,THYROID GLAND, , , , , , , , , , , , , ,RID10330|RID13060|0|RID7488|0|0|0|0|RID8|0|0|0|0|RID7578|0|0|0|0|0|0|0|0|0|0|0|0|
